顧客ID,取引先名,取引先名（かな）,取引注意フラグ,郵便番号(請求先),都道府県(請求先),住所(請求先),ビル名（請求先）,代表電話,代表Fax,代表E-mail,請求書関連備考,請求書発行方法,請求書希望,会社名(請求書発送先),郵便番号(請求書発送先),住所(請求書発送先),ビル名(請求書発送先),TEL(請求書発送先),FAX(請求書発送先),Web サイト,業種,資本金,従業員数,工事対応エリア,関連会社,備考,※企業コード
5557,ホクレン農業協同組合連合会　北見支所,ほくれんのうぎょうきょうどうくみあいれんごうかい,取引可,090-8650,北海道,北見市とん田東町617番地,オホーツクJA Bldg.2F,0157-24-3367,0157-26-4355,,,,,,,,,,,https://www.hokuren.or.jp/about/guide/jigyosyo/,,,,,,,70558
5558,公益財団法人修養団　本部,こうえきしゃだんほうじんしゅうようだん,取引可,151-0051,東京都,渋谷区千駄ヶ谷4-25-2,,03-3405-5441,03-3405-5424,,,,,,,,,,,https://syd.or.jp/,その他,,,,,,70572
5559,学校法人東京農業大学　北海道オホーツクキャンパス,とうきょうのうぎょうだいがく,取引可,099-2493,北海道,網走市八坂196,,0152-48-3918,,,,,,,,,,,,https://www.nodai.ac.jp/,その他,,,,,,70574
5560,株式会社松浦重機　東北支店,まつうらじゅうきとうほく,取引可,983-0013,宮城県,仙台市宮城野区中野5丁目6-10,,022-388-9710,022-388-9720,,,,,,,,,,,https://www.matsuura-j.com/touhoku/,,,,,,,70577
5561,株式会社セノン　道東営業所,せのん,取引可,080-0010,北海道,帯広市大通南11丁目20-1,TRADビル5階,0155-22-1173,0155-22-1174,,,,,,,,,,,https://www.senon.co.jp,,,,,,,70578
5562,サークル機工株式会社,さーくるきこう,取引可,073-0043,北海道,滝川市幸町3丁目3番12号,,0125-22-4350,0125-24-5733,,,,,,,,,,,https://www.circle-kiko.co.jp,,"1,500万円",,,,,70588
5563,有限会社ヤマダイ物産　小清水営業所,やまだいぶっさん,取引可,099-3614,北海道,斜里郡小清水町字美和530-7,,0152-62-2322,0152-62-2322,,,,,,,,,,,https://akagikougen.com/,,,,,,,70594
5564,医療法人社団聖徳会　玉川歯科,たまかわしか,取引可,092-0027,北海道,網走郡美幌町稲美68-86,,0152-73-6800,0152-73-6885,,,,,,,,,,,https://www.tamagawashika.net/,その他,,,,,,70597
5565,有限会社宮田ボーリング,みやたぼーりんぐ,取引可,003-0027,北海道,札幌市白石区本通16丁目北11番12号,,011-827-8665,011-827-8665,,,紙請求書,紙請求希望,,,,,,,,,,,,,,70599
5566,株式会社ゼンリン　旭川営業所,ぜんりん,取引可,070-0033,北海道,旭川市3条通9丁目710番地,損保ジャパン日本興亜旭川ビル1F,0166-23-2159,0166-23-2157,,,,,,,,,,,https://www.zenrin.co.jp/index.html,その他,,,,,,70614
5567,九鬼肥料工業株式会社　札幌支店,くきひりょうこうぎょう,取引可,060-0002,北海道,札幌市中央区北二条西2丁目29番地1,札幌ウイングビル,011-222-5135,011-222-5149,,,,,,,,,,,https://www.kuki-hiryou.co.jp/,,,,,,,70618
5568,株式会社新宮商行,しんぐうしょうこう,取引可,047-0032,北海道,小樽市稲穂2丁目1-1,,0134-24-1311,0134-22-8717,,,,,,,,,,,https://www.shingu-shoko.co.jp/,,,,,,,70621
5569,株式会社GRAND RESORT,ぐらんどりぞーと,取引可,066-0066,北海道,千歳市大和2丁目7番18号,,0123-29-5628,0123-29-6478,,,,,,,,,,,https://grandresort.jp/,その他,,,,,,70624
5570,有限会社長沢機工,ながさわきこう,取引可,080-0021,北海道,帯広市西11条南31-15,,0155-48-7511,,,,,,,,,,,,,,300万円,,,,,70629
5571,株式会社網走ポーク五十嵐,あばしりぽーくいがらし,取引可,093-0084,北海道,網走市向陽ケ丘127番地の15,,090-1641-8729,0152-43-1527,,,,,,,,,,,,,,,,,,70630
5572,株式会社山本忠信商店　本社,やまもとただのぶしょうてん,取引可,080-0302,北海道,河東郡音更町木野西通7丁目3番地,,0155-31-1168,0155-31-5901,,,メール請求書,yamachu-tokachi-e633108f-e9d1@bill-one.com,,,,,,,https://www.yamachu-tokachi.co.jp/,,,,,,,70631
5573,株式会社田中設備工業,たなかせつびこうぎょう,取引可,080-0020,北海道,帯広市西10条南28-26,,0155-66-6565,0155-66-4656,,,メール請求書,denchu.satou@tmt.ne.jp,,,,,,,,管工事（空調設備、給排水設備等）,,,,,,70639
5574,サッポロビール株式会社　北海道本部,さっぽろびーる,取引可,060-8606,北海道,札幌市中央区北1条東4-8-1,サッポロファクトリーフロンティア館3F,011-252-8241,011-252-8237,,,,,,,,,,,https://www.sapporobeer.jp/,その他,,,,,,70640
5575,タイヨウ株式会社　帯広営業所,たいよう,取引可,082-0004,北海道,河西郡芽室町東芽室北1線18番19,,0155-62-6633,0155-62-6653,,,,,,,,,,,https://taiyou-kk.co.jp,,"1,200万円",,,,,70642
5576,株式会社ノースイ　札幌支店,のーすい,取引可,064-0804,北海道,札幌市中央区南4条西13丁目1-8,S413BLDG,011-530-5921,011-530-5925,,,,,,,,,,,https://www.nosui.co.jp,,,,,,,70643
5577,円通山瑞法寺,ずいほうじ,取引可,092-0061,北海道,網走郡美幌町字西1条北2-17,,0152-73-2417,0152-73-2418,,,,,,,,,,,,その他,,,,,,70651
5578,株式会社ビルテクノ,びるてくの,取引可,070-8017,北海道,旭川市神居7条11丁目2番7号,,0166-62-8835,0166-62-8839,,,,,,,,,,,https://bill-techno.com/,,,,,,,70652
5579,ダイアックス株式会社　帯広営業所（建材事業部）,だいあっくす,取引可,080-2470,北海道,帯広市西20条南1丁目14-44,,0155-65-5011,0155-65-5012,,,,,,,,,,,http://www.dyaxe.co.jp,,"3,000万円",,,,,70654
5580,小清水町役場,こしみずやくば,取引可,099-3641,北海道,斜里郡小清水町元町2丁目1-1,,0152-62-2311,,,,,,,,,,,,https://www.town.koshimizu.hokkaido.jp/,その他,,,,,,70657
5581,株式会社一条工務店　旭川展示場,いちじょうこうむてん,取引可,079-8451,北海道,旭川市永山北1条8丁目36-1,,0166-76-1061,0166-76-1082,,,,,,,,,,,https://www.ichijo.co.jp,,,,,,,70669
5582,株式会社ニューアクシス　本社,にゅーあくしす,取引可,071-8113,北海道,旭川市東鷹栖東3条3丁目1927番地,,0166-57-5665,0166-73-7002,,,,,,,,,,,http://www.new-axis.co.jp/,,"1,500万円",,,,,70686
5583,武田産業株式会社,たけださんぎょう,取引可,007-0837,北海道,札幌市東区北37条東27丁目3-3,,011-783-2611,,,,,,,,,,,,https://www.takedasangyo.net,その他,"2,000万円",,,,,70687
5584,株式会社佐々木解体工業,ささきかいたい,取引可,003-0027,北海道,札幌市白石区本通3丁目北2-5,セリエ本通1階,011-374-4841,011-374-4842,,,,,,,,,,,https://sasaki-kaitai.com/,,,,,,,70694
5585,日本通運株式会社　美幌支店,にほんつううん,取引可,092-0014,北海道,網走郡美幌町美里4-5,,0152-73-0202,0152-73-4608,nittsu-nittsu2-bihoro-invoice@nipponexpress.com,,メール請求書,nittsu-nittsu2-bihoro-invoice@nipponexpress.com,,,,,,,https://www.nittsu.co.jp/,,,,,,,71088
5586,青木工業株式会社　工事部,あおきこうぎょう,取引可,067-0003,北海道,江別市緑町東４丁目 - ９,,011-385-3584,011-385-3586,,,メール請求書,saori@aoki-ind.co.jp,,,,,,,https://www.ekankyo.com/組合員紹介/青木工業株式会社/,管工事（空調設備、給排水設備等）,,,,,,71099
5587,株式会社小林舞台システム,こばやしぶたいしすてむ,取引可,061-1405,北海道,恵庭市戸磯76番地26号,,0123-34-7700,0123-34-8800,,,,,,,,,,,https://www.kbutai.com,,,,,,,71147
5588,株式会社高橋工務店　北見支店,たかはしこうむてん,取引可,090-0017,北海道,北見市高砂町4番1号,,0157-33-4614,0157-33-4135,,,,,,,,,,,https://takaha4.com,,,,,,,71235
5589,株式会社光陽,こうよう,取引可,084-0925,北海道,釧路市新野24-1074,,0154-57-6363,0154-57-6364,,,メール請求書,e-koyo@zpost.plala.or.jp,,,,,,,,,,,,,,71487
5590,北開鉄工有限会社,ほっかいてっこう,取引可,082-0038,北海道,河西郡芽室町西八条4丁目1-8,,0155-62-6887,0155-62-6889,,,,,,,,,,,https://hkt1.web.fc2.com/,電気・通信工事,,,,,,71602
5591,株式会社イトイ産業,いといさんぎょう,取引可,095-0401,北海道,士別市朝日町中央4527番地89,,0165-28-2600,0165-28-3376,,,メール請求書,yokoyama@itoi-asahi.jp,,,,,,,https://www.itoi-good.co.jp/,,"2,000万円",,,,,80619
5592,荒井建設株式会社　本社,あらいけんせつ,取引可,070-0054,北海道,旭川市4条西2丁目2番2号,,0166-25-7406,0165-26-7045,,,,,,,,,,,https://www.araikensetsu.co.jp/,,1億円,196,,,,80644
5593,野外科学株式会社　本社,やがいかがく,取引可,065-0043,北海道,札幌市東区苗穂町12丁目2-39,,011-751-5152,011-748-3618,,,,,,,,,,,https://yagai.co.jp/,,,,,,,80646
5594,株式会社丸善建設,まるぜんけんせつ,取引可,071-0212,北海道,上川郡美瑛町旭町1丁目6番17号,,0166-92-1221,0166-92-1223,,,,,,,,,,,https://kk-maruzen.co.jp/,,"3,000万円",,,,,80647
5595,株式会社東亜・ソロ・リフォーム　本社,とうあそろりふぉーむ,取引可,003-0834,北海道,札幌市白石区米里３条１丁目５ - ８,,011-873-1511,011-873-1611,,,メール請求書,toa-sapporo@toa-soro.com,,,,,,,https://www.toa-soro-reform.co.jp/,,"1,000万円",,,,,80649
5596,士別市教育委員会,しべつしきょういくいいんかい,取引可,095-0015,北海道,士別市東5条3丁目9,,0165-26-7305,0165-23-4281,,,,,,,,,,,,その他,,,,,,80655
5597,株式会社豊和,ほうわ,取引可,059-1364,北海道,苫小牧市沼ノ端10-2,,0144-56-5307,0144-56-5308,,,メール請求書,ho-wa.soumu@ho-wa-c.co.jp,,,,,,,https://www.ho-wa-c.co.jp/,,"2,000万円",,,,,80668
5598,古木建設興業株式会社,ふるきけんちくこうぎょう,取引可,007-0880,北海道,札幌市東区丘珠町165-1,,011-299-4671,0165-28-3376,,,,furuki@f2.dion.ne.jp,,,,,,,,,,,,,,80670
5599,Japan Gold株式会社　東京支店,じゃぱんごーるど,取引可,107-0052,東京都,港区赤坂1丁目14番5号,アークヒルズエグゼクティブタワーS801,03-6550-8735,03-5544-8590,,,,,,,,,,,https://www.japangold.com/,,,,,,,80674
5600,株式会社ジーエル,じーえる,取引可,980-0801,宮城県,仙台市青葉区木町通1丁目1-25,オフィス木町通,022-398-3591,022-398-3592,,,,,,,,,,,https://www.gloundline.co.jp,,,,,,,80688
5601,株式会社エルニード東北,えるにーどとうほく,取引可,982-0037,宮城県,仙台市太白区富沢西4丁目1-10,,022-743-6423,022-743-6424,,,,,,,,,,,http://www.elknead.co.jp/,,,,,,,80689
5602,株式会社廣野組,ひろのぐみ,取引可,070-0034,北海道,旭川市4条通10丁目2233番地11,,0166-23-6101,0166-23-7578,,,,,,,,,,,https://hironogumi.co.jp/,,500万円,,,,,80693
5603,キャノンアスリートクラブ九州,きゃのんあすりーとくらぶきゅうしゅう,取引可,870-0292,大分県,大分市迫564-1,キャノンアスリートクラブ九州,080-9503-1863,,,,,,,,,,,,https://ack.canon/sports/athlete/,その他,,,,,,80699
5604,株式会社志BETSホールディングス,しべつほーるでぃんぐす,取引可,095-0401,北海道,士別市朝日町中央4527番地89,,0165-28-2600,0165-28-3376,,,,,,,,,,,,その他,,,,,,80705
5605,全日計株式会社,ぜんにっけい,取引可,061-1261,北海道,北広島市希望ヶ丘2丁目2-3,,011-370-5457,011-370-5458,,,,,,,,,,,https://www.anm.co.jp/,,"3,000万円",,,,,80709
5606,株式会社繁富工務店　本社,しげとみこうむてん,取引可,064-0912,北海道,札幌市中央区南12条西6丁目1番28号,,011-511-3428,011-531-7141 (011-380-6200),info@shigetomikoumuten.co.jp,,,,,,,,,,https://www.shigetomikoumuten.co.jp/company/overview/index.php,,"5,000万円",165,,,主な業務は発電設備工事（水力、火力、原子力）、公共設備・環境関連施設・その他設備工事,80802
5607,株式会社エレテック,えれてっく,取引可,041-0811,北海道,函館市富岡町2丁目21番12号,,0138-85-6212,0138-85-6218,,,メール請求書,k.hiraga@eletech-inc.jp,,,,,,,,電気・通信工事,,,,,,80858
5608,大東建託株式会社　旭川支店,だいとうけんたく,取引可,078-8391,北海道,旭川市宮前1条2丁目3番10号,グランジュ北彩都1階,0166-33-1660,0166-33-1666,,,紙請求書,紙請求希望,,,,,,,https://www.kentaku.co.jp,,,,,,,80897
5609,紺野建設株式会社　札幌支店,あらいけんせつ,取引可,060-0004,北海道,札幌市中央区北4条西16丁目1,テルウェル第一ビル2F,011-807-4420,011-807-4416,,,,,,,,,,,https://www.konnokensetsu.com/,,,,十勝・帯広、札幌,,,取引無し
5610,東北土建株式会社,とうほくどけん,取引可,062-0003,北海道,札幌市豊平区美園3条7丁目1番22号,,011-811-9094,011-831-9094,,,,,,,,,,,https://tohokuhouse.co.jp,,,,,,,81000
5611,株式会社土屋ホーム　旭川支店,つちやほーむ,取引可,070-0054,北海道,旭川市四条西2丁目,土屋ホーム旭川4条ビル2Ｆ,0166-24-3330,0166-24-3490,,,メール請求書,okazaki.h@tsuchiya-grp.com,,,,,,,https://www.tsuchiyahome.jp/,,,,,,,81032
5612,日本通運株式会社　名寄支店　日甜事業所,にほんつううんなよろしてん,取引可,095-0033,北海道,士別市西3条北4丁目,,0165-23-2903,0165-22-1731,,,,,,,,,,,https://www.nittsu.co.jp/,,,,,,,81040
5613,株式会社関電工　道北営業所,かんでんこう,取引可,098-4100,北海道,天塩郡豊富町字上サロベツ4350-6,,050-3133-0451,0162-82-1031,,,,,,,,,,,https://www.kandenko.co.jp,電気・通信工事,,,,,,81308
5614,株式会社鈴木東建　奈井江本店,すずきとうけんないえほんてん,取引可,079-0312,北海道,空知郡奈井江町字奈井江32番地13,,0125-65-2494,0125-65-4712,,,,,,,,,,,https://suzukitoken.jp/,,,,,,,81326
5615,株式会社北央コンクリート解体,ほくおうこんくりーとかいたい,取引可,007-0880,北海道,札幌市東区丘珠町583番地1,,011-374-1236,011-374-1256,,,,,,,,,,,https://hokuou.jp,,,,,,,81353
5616,粟野建設株式会社,あわのけんせつ,取引可,053-0041,北海道,苫小牧市美園町3丁目12番18号,,0144-32-3321,0144-32-3323,,,,,,,,,,,,,,,,,,81362
5617,株式会社トータル社,とーたるしゃ,取引可,004-0861,北海道,札幌市清田区北野1条2丁目1-13,,011-882-4181,,,,,,,,,,,,,,,,,,,81399
5618,開発産業株式会社,かいはつさんぎょう,取引可,061-3241,北海道,石狩市新港西3丁目764-9,,0133-72-8681,0133-72-8671,,,,,,,,,,,,,,,,,,81404
5619,北海道川崎鐵網株式会社,ほっかいどうかわさきてつもう,取引可,003-0029,北海道,札幌市白石区平和通2丁目北8-32,,011-861-8321,011-864-5813,,,,,,,,,,,,,,,,,,81451
5620,弘和技研株式会社,こうわぎけん,取引可,064-0803,北海道,札幌市中央区南３条西２４丁目２-１,弘和ビル,011-621-7811,011-621-2320,,,,,,,,,,,,鋼構造物・鉄筋工事,"1,000万円",,,,,50813
5622,株式会社加藤建設　19条事業所,かとうけんせつ,取引可,080-2459,北海道,帯広市西19条北1丁目8-13,,0155-33-6668,0155-67-6861,,,紙請求書,紙請求希望,,,,,,,https://katoukensetu.jp/,,,,,,,91163
5623,三恵工機株式会社　札幌営業所,さんけいこうきさっぽろえいぎょうしょ,取引可,003-0004,北海道,札幌市白石区東札幌4条1丁目2-20,安全ビル2階,011-813-0055,011-813-0059,,,メール請求書,isoda.m@sankeikouki.co.jp,,,,,,,http://www.sankeikouki.co.jp/,電気・通信工事,,,,,,91392
5624,株式会社風,かぜ,取引可,061-3202,北海道,石狩市花川南2条6丁目95,,0133-72-5377,0133-72-5376,info@kaze373.jp,,,,,,,,,,https://www.kaze373.jp/,管工事（空調設備、給排水設備等）,,,,,,91395
5625,株式会社紺野工業,こんのこうぎょう,取引可,080-0872,北海道,帯広市清流西2丁目18-4,,0155-65-0391,0155-65-0392,,,,,,,,,,,https://www.konno-ind.co.jp/,,,,帯広・十勝管内,,,91454
5626,株式会社ニットメンテナンス,にっとめんてなんす,取引可,003-0023,北海道,札幌市白石区南郷通4丁目北4-20,,011-863-6870,011-863-8867,mente@nitto-mainte.co.jp,,,,,,,,,,https://www.nitto-mainte.co.jp/,,,,,,,91663
5627,株式会社東北共立,とうほくきょうりつ,取引可,982-0001,宮城県,仙台市太白区八本松2丁目10-11,,022-246-2591,022-249-5618,,,,,,,,,,,,,,,,,,91665
5628,大同工業株式会社,だいどうこうぎょう,取引可,084-0906,北海道,釧路市鳥取大通3丁目21-27,,0154-52-2291,0154-53-1959,,,,,,,,,,,https://kushiro-daidokogyo.com,管工事（空調設備、給排水設備等）,,,,,,101135
5629,株式会社あけぼの通建,あけぼのつうけん,取引可,003-0004,北海道,札幌市白石区東札幌4条2丁目1-27,システム技建ビル,011-832-1221,011-822-9582,,,,,,,,,,,,電気・通信工事,,,,,,101193
5630,ALSOK北海道株式会社　釧路支社,あるそっくほっかいどう,取引可,085-0832,北海道,釧路市富士見2丁目1番37号,,0154-64-6833,0154-64-6832,,,,,,,,,,,https://www.hokkaido.alsok.co.jp/,,,,,,,101249
5631,株式会社ハウスチェックマネジメント,はうすちぇっくまねじめんと,取引可,067-0042,北海道,江別市見晴台49-7,,011-802-6144,011-802-6174,,,,,,,,,,,,,,,,,,101332
5632,島影建設株式会社,しまかげけんせつ,取引可,086-0216,北海道,野付郡別海町別海99-43,,0153-75-3501,0154-64-1639,,,,,,,,,,,https://www.shimakage-kensetsu.com/,,,,,,,101424
5633,有限会社室伏電気工業,むろふしでんきこうぎょう,取引可,088-0623,北海道,釧路郡釧路町光和6丁目14-2,,0154-37-0533,0154-36-0262,,,,,,,,,,,,電気・通信工事,,,,,,101666
5634,有限会社八雲サルベージ,やくもさるべーじ,取引可,049-3123,北海道,二海郡八雲町立岩71-48,,01376-3-3538,,,,,,,,,,,,,,,,,,,111168
5635,株式会社エコテック・ワン,えこてっく・わん,取引可,061-3241,北海道,石狩市新港西3丁目749-9,,0133-74-2331,0133-74-0690,,,メール請求書,keiri@ecotec-one.co.jp,,,,,,,https://www.ecotec-one.co.jp/,,,,,,,111199
5636,有限会社大澤土木興業,おおさわどぼくこうぎょう,取引可,068-0807,北海道,岩見沢市南町7条2丁目3-6,,0126-24-0982,0126-35ｰ7080,u-oosawa@amber.plala.or.jp,,メール請求書,u-oosawa@amber.plala.or.jp,,,,,,,,,,,,,,111265
